prefix,operator,operator_group,service_type,orbit_class,origin_asn,geoip_country,geoip_region,geoip_city,geoip_source,pop_code,pop_iata,bgp_state,ground_station_claim,active_user_claim,quality_flags,attribution_confidence,geo_confidence,first_seen,last_seen,changed_at,change_type,previous_bgp_state,previous_origin_asn,previous_operator,previous_pop_code,previous_geoip_country,previous_geoip_region,previous_geoip_city
103.27.23.0/24,yahsat,space42,satellite_internet,geo,198381,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
103.42.236.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.45.172.0/22,china_satcom,china_satcom,satellite_internet,geo,134762,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.45.176.0/20,china_satcom,china_satcom,satellite_internet,geo,134762,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.45.248.0/22,china_satcom,china_satcom,satellite_internet,geo,134762,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.54.111.0/24,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.60.152.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.61.97.0/24,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.61.99.0/24,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.68.188.0/22,oneweb,eutelsat_oneweb,satellite_internet,leo,800,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-20,2026-08-12,2026-06-20T07:08:49Z,unchanged,,,,,,,
103.68.189.0/24,oneweb,eutelsat_oneweb,satellite_internet,leo,800,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
103.68.191.0/24,oneweb,eutelsat_oneweb,satellite_internet,leo,800,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
103.70.65.0/24,kacific,kacific,satellite_internet,geo,135409,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.70.66.0/23,kacific,kacific,satellite_internet,geo,135409,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.81.76.0/24,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
103.85.129.0/24,yahsat,space42,satellite_internet,geo,198247,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
103.85.130.0/24,yahsat,space42,satellite_internet,geo,206283,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
103.94.48.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.160.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.161.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.162.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.163.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.164.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.165.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.166.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.167.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.168.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.169.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.173.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
104.247.179.0/24,gazprom_space_systems,gazprom_space_systems,satellite_internet,geo,42846,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
105.235.214.0/23,yahsat,space42,satellite_internet,geo,198381,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
110.232.148.0/24,speedcast,speedcast,satellite_service_provider,mixed_satellite,38456,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
110.232.150.0/24,speedcast,speedcast,satellite_service_provider,mixed_satellite,38456,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
110.232.151.0/24,speedcast,speedcast,satellite_service_provider,mixed_satellite,38456,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
110.44.24.0/21,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
110.50.64.0/21,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
110.50.72.0/22,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
110.50.76.0/23,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
111.92.177.0/24,speedcast,speedcast,satellite_service_provider,mixed_satellite,38456,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
111.92.178.0/24,speedcast,speedcast,satellite_service_provider,mixed_satellite,4913,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
111.92.179.0/24,speedcast,speedcast,satellite_service_provider,mixed_satellite,38456,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
114.31.80.0/21,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
114.31.88.0/21,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
116.0.38.0/24,yahsat,space42,satellite_internet,geo,206283,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
116.254.96.0/23,starlink,spacex,satellite_internet,leo,45700,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.254.96.0/24,starlink,spacex,satellite_internet,leo,,ID,ID-JK,Jakarta,starlink_feed_csv,jtnaidn2,jkt,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.254.97.0/24,starlink,spacex,satellite_internet,leo,,ID,ID-JK,Jakarta,starlink_feed_csv,jtnaidn2,jkt,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.254.98.0/23,starlink,spacex,satellite_internet,leo,45700,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.254.98.0/24,starlink,spacex,satellite_internet,leo,,ID,ID-JK,Jakarta,starlink_feed_csv,jtnaidn2,jkt,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.254.99.0/24,starlink,spacex,satellite_internet,leo,,ID,ID-JK,Jakarta,starlink_feed_csv,jtnaidn2,jkt,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.58.5.0/24,yahsat,space42,satellite_internet,geo,198381,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
116.58.6.0/24,yahsat,space42,satellite_internet,geo,198381,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
116.58.7.0/24,yahsat,space42,satellite_internet,geo,198247,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
116.91.208.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.208.0/24,starlink,spacex,satellite_internet,leo,,PH,PH-00,Manila,starlink_feed_csv,mnlaphl1,mnl,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.209.0/24,starlink,spacex,satellite_internet,leo,,PH,PH-00,Manila,starlink_feed_csv,mnlaphl1,mnl,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.210.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.210.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-NSW,Sydney,starlink_feed_csv,sydyaus1,syd,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.211.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-NSW,Sydney,starlink_feed_csv,sydyaus1,syd,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.212.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.212.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-VIC,Melbourne,starlink_feed_csv,mlbeaus1,mel,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.213.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-VIC,Melbourne,starlink_feed_csv,mlbeaus1,mel,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.214.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.214.0/24,starlink,spacex,satellite_internet,leo,,NR,NR-14,Yaren,starlink_feed_csv,sydyaus1,syd,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.215.0/24,starlink,spacex,satellite_internet,leo,,NR,NR-14,Yaren,starlink_feed_csv,sydyaus1,syd,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.216.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.216.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-WA,Perth,starlink_feed_csv,prthaus1,per,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.217.0/25,starlink,spacex,satellite_internet,leo,,AU,AU-WA,Perth,starlink_feed_csv,prthaus1,per,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.217.128/25,starlink,spacex,satellite_internet,leo,,AU,AU-WA,Perth,starlink_feed_csv,prthaus1,per,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.218.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.218.0/24,starlink,spacex,satellite_internet,leo,,NZ,NZ-CAN,Christchurch,starlink_feed_csv,chrhnzl1,chc,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.219.0/24,starlink,spacex,satellite_internet,leo,,NZ,NZ-CAN,Christchurch,starlink_feed_csv,chrhnzl1,chc,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.220.0/22,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.220.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-VIC,Melbourne,starlink_feed_csv,mlbeaus1,mel,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.221.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-VIC,Melbourne,starlink_feed_csv,mlbeaus1,mel,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.222.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-VIC,Melbourne,starlink_feed_csv,mlbeaus1,mel,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
116.91.223.0/24,starlink,spacex,satellite_internet,leo,,AU,AU-VIC,Melbourne,starlink_feed_csv,mlbeaus1,mel,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
117.20.64.0/21,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
117.20.64.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
117.20.68.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
117.55.208.0/21,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
117.55.216.0/21,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.11.204.0/24,starlink,spacex,satellite_internet,leo,45700,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
119.11.205.0/24,starlink,spacex,satellite_internet,leo,45700,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
119.160.236.0/24,yahsat,space42,satellite_internet,geo,198247,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
119.160.237.0/24,yahsat,space42,satellite_internet,geo,198247,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
119.160.238.0/24,yahsat,space42,satellite_internet,geo,198247,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
119.160.239.0/24,yahsat,space42,satellite_internet,geo,206283,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-01,2026-08-12,2026-08-01T06:08:32Z,unchanged,,,,,,,
119.17.128.0/19,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.17.128.0/20,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.17.128.0/21,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.17.128.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.17.132.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.17.136.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
119.17.140.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
